epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
14,22.5665,0.99972,1.0531,0.94189,0.82041,0.86794,0.87925,0.64159,0.95371,0.90145,0.90404,0.00124196,0.00124196,0.00124196
15,24.1089,1.01447,1.06021,0.96226,0.80412,0.90713,0.92962,0.62597,0.98535,0.93909,0.9356,0.00124134,0.00124134,0.00124134
16,25.6154,0.9941,1.00921,0.95393,0.7731,0.90291,0.9039,0.62302,0.98243,0.84582,0.94118,0.00124072,0.00124072,0.00124072
17,27.1409,0.99692,1.00971,0.94766,0.86435,0.84003,0.93356,0.64451,1.00498,0.88654,0.94125,0.0012401,0.0012401,0.0012401
18,28.7225,0.96117,0.95321,0.93905,0.77607,0.77085,0.85027,0.5803,0.94445,0.93342,0.92629,0.00123948,0.00123948,0.00123948
19,30.2407,0.96852,0.94117,0.94831,0.85805,0.88353,0.94738,0.70324,0.88023,0.75421,0.88017,0.00123886,0.00123886,0.00123886
20,31.7259,0.96219,0.88687,0.92432,0.8931,0.93975,0.96024,0.68698,0.87796,0.68039,0.87383,0.00123824,0.00123824,0.00123824
21,33.3061,0.95103,0.91774,0.95101,0.89284,0.85983,0.95514,0.70298,0.87287,0.72501,0.87094,0.00123763,0.00123763,0.00123763
22,34.9162,0.91459,0.89552,0.94148,0.88691,0.93448,0.96178,0.7213,0.87731,0.66927,0.89454,0.00123701,0.00123701,0.00123701
23,36.4937,0.90897,0.84948,0.93077,0.92038,0.93267,0.95908,0.71775,0.85177,0.67823,0.87856,0.00123639,0.00123639,0.00123639
24,38.0701,0.93183,0.84927,0.92235,0.90359,0.87581,0.92558,0.67471,0.86267,0.72336,0.86426,0.00123577,0.00123577,0.00123577
25,39.6181,0.91576,0.84018,0.92307,0.92244,0.95481,0.96286,0.69127,0.87834,0.66996,0.87964,0.00123515,0.00123515,0.00123515
26,41.1029,0.90385,0.81884,0.93285,0.94018,0.91993,0.97609,0.72901,0.84142,0.63193,0.86673,0.00123453,0.00123453,0.00123453
27,42.6181,0.91315,0.8005,0.91256,0.92161,0.88338,0.96086,0.70606,0.84958,0.63765,0.86762,0.00123391,0.00123391,0.00123391
28,44.1834,0.87637,0.7748,0.91805,0.93677,0.94635,0.9745,0.73608,0.83475,0.60536,0.86721,0.00123329,0.00123329,0.00123329
29,45.6961,0.88944,0.7934,0.93954,0.97336,0.93404,0.97646,0.74171,0.79061,0.59531,0.8596,0.00123268,0.00123268,0.00123268
30,47.1944,0.91136,0.78009,0.92958,0.97911,0.8884,0.97623,0.74258,0.82726,0.61754,0.87637,0.00123206,0.00123206,0.00123206
31,48.7339,0.88398,0.75495,0.92405,0.9574,0.90819,0.97165,0.74207,0.81766,0.61792,0.88209,0.00123144,0.00123144,0.00123144
32,50.2804,0.90208,0.76559,0.9283,0.9754,0.89467,0.96479,0.72003,0.86383,0.60414,0.8745,0.00123082,0.00123082,0.00123082
33,51.7895,0.90129,0.74404,0.93364,0.95768,0.93719,0.97011,0.74103,0.8193,0.56994,0.85923,0.0012302,0.0012302,0.0012302
34,53.3098,0.8805,0.73071,0.91641,0.96896,0.90553,0.96418,0.69869,0.8525,0.60149,0.88837,0.00122958,0.00122958,0.00122958
35,54.9776,0.85484,0.71578,0.9167,0.94135,0.91752,0.96331,0.7374,0.79747,0.59302,0.85828,0.00122896,0.00122896,0.00122896
36,56.5183,0.87475,0.76604,0.93579,0.97931,0.91921,0.97291,0.74173,0.79161,0.59739,0.86222,0.00122834,0.00122834,0.00122834
37,58.0462,0.8478,0.69942,0.89764,0.89849,0.91641,0.95282,0.73024,0.81812,0.64956,0.87415,0.00122773,0.00122773,0.00122773
38,59.6171,0.88013,0.72773,0.92568,0.91223,0.90731,0.96681,0.75057,0.80139,0.60931,0.8768,0.00122711,0.00122711,0.00122711
39,61.1787,0.85044,0.68986,0.91676,0.9417,0.96059,0.97482,0.75733,0.78884,0.5732,0.87403,0.00122649,0.00122649,0.00122649
40,62.8283,0.81932,0.68728,0.89744,0.94737,0.9247,0.97275,0.74486,0.81737,0.55216,0.87513,0.00122587,0.00122587,0.00122587
41,64.4272,0.84076,0.67271,0.91264,0.93742,0.94167,0.97228,0.75323,0.82858,0.55498,0.8832,0.00122525,0.00122525,0.00122525
42,66.065,0.81971,0.66852,0.90366,0.98171,0.95673,0.98714,0.77216,0.80445,0.53479,0.88145,0.00122463,0.00122463,0.00122463
43,67.7083,0.83303,0.6551,0.90798,0.98194,0.95107,0.97386,0.75693,0.8185,0.55269,0.87002,0.00122401,0.00122401,0.00122401
44,69.355,0.8682,0.67859,0.92084,0.97602,0.91813,0.98309,0.72548,0.85277,0.56828,0.88204,0.00122339,0.00122339,0.00122339
45,70.9239,0.86461,0.65528,0.90973,0.95462,0.96911,0.97918,0.75096,0.81842,0.53692,0.88188,0.00122277,0.00122277,0.00122277
46,72.534,0.8432,0.65017,0.9142,0.98319,0.96757,0.98189,0.75557,0.79506,0.53987,0.87772,0.00122216,0.00122216,0.00122216
47,74.1515,0.81325,0.64047,0.89581,0.93332,0.94379,0.9758,0.73784,0.7975,0.53059,0.87882,0.00122154,0.00122154,0.00122154
48,75.7938,0.83054,0.63032,0.89972,0.96816,0.94739,0.97759,0.74647,0.81083,0.5345,0.87606,0.00122092,0.00122092,0.00122092
49,77.3976,0.84908,0.66317,0.91965,0.96774,0.94045,0.97446,0.74914,0.79107,0.51949,0.87132,0.0012203,0.0012203,0.0012203
50,79.0021,0.83083,0.63021,0.90593,0.98243,0.94036,0.97734,0.75508,0.83626,0.52843,0.88329,0.00121968,0.00121968,0.00121968
51,80.701,0.83045,0.66563,0.91214,0.94854,0.90776,0.97748,0.76881,0.79325,0.54072,0.86951,0.00121906,0.00121906,0.00121906
52,82.3234,0.83494,0.61297,0.8906,0.98143,0.94312,0.976,0.76291,0.82244,0.51611,0.87572,0.00121844,0.00121844,0.00121844
53,83.9188,0.80114,0.61596,0.87894,0.92738,0.95031,0.97503,0.76293,0.84053,0.54606,0.87937,0.00121783,0.00121783,0.00121783
54,85.5501,0.80225,0.62381,0.90346,0.90419,0.92802,0.96689,0.7545,0.79987,0.58365,0.87248,0.00121721,0.00121721,0.00121721
55,87.1746,0.81334,0.62971,0.91588,0.88567,0.94951,0.96724,0.7537,0.7808,0.54648,0.8599,0.00121659,0.00121659,0.00121659
56,88.7594,0.80553,0.61326,0.89142,0.96739,0.93827,0.98344,0.77046,0.78039,0.54785,0.85585,0.00121597,0.00121597,0.00121597
57,90.337,0.80501,0.63335,0.90139,0.97671,0.94634,0.98638,0.75662,0.78793,0.52952,0.85749,0.00121535,0.00121535,0.00121535
58,91.9019,0.80747,0.59095,0.90385,0.9195,0.9397,0.96263,0.75012,0.79459,0.54425,0.87053,0.00121473,0.00121473,0.00121473
59,93.4564,0.80242,0.59072,0.89483,0.93505,0.91376,0.96935,0.71622,0.85026,0.56307,0.88983,0.00121411,0.00121411,0.00121411
60,94.9841,0.82899,0.61968,0.9048,0.98608,0.92713,0.98547,0.75122,0.79098,0.52104,0.86227,0.00121349,0.00121349,0.00121349
61,96.5344,0.78273,0.60936,0.89433,0.99817,0.95218,0.9872,0.77314,0.761,0.4796,0.85102,0.00121287,0.00121287,0.00121287
62,98.1145,0.77963,0.58963,0.89459,0.95433,0.94098,0.98379,0.78264,0.74947,0.48752,0.85271,0.00121226,0.00121226,0.00121226
63,99.6799,0.80067,0.60381,0.8893,0.9328,0.94772,0.9858,0.77613,0.77645,0.51436,0.85654,0.00121164,0.00121164,0.00121164
64,101.22,0.79014,0.60424,0.89137,0.9521,0.9537,0.98488,0.77825,0.76689,0.53166,0.85318,0.00121102,0.00121102,0.00121102
65,102.742,0.76382,0.59418,0.90679,0.94314,0.91938,0.98023,0.73329,0.78804,0.56359,0.86265,0.0012104,0.0012104,0.0012104
66,104.432,0.79059,0.60193,0.89479,0.91144,0.94267,0.9793,0.76227,0.75589,0.5482,0.85071,0.00120978,0.00120978,0.00120978
67,106.018,0.77005,0.58746,0.89123,0.9156,0.93171,0.97472,0.74891,0.75964,0.53323,0.85251,0.00120916,0.00120916,0.00120916
68,107.586,0.80125,0.58575,0.90872,0.95904,0.95814,0.97922,0.78109,0.79295,0.48941,0.86141,0.00120854,0.00120854,0.00120854
69,109.124,0.81503,0.57163,0.88412,0.95646,0.94297,0.9749,0.75866,0.7952,0.51428,0.86651,0.00120793,0.00120793,0.00120793
70,110.684,0.80229,0.58631,0.90219,0.95839,0.93978,0.97646,0.75652,0.79107,0.51268,0.8616,0.00120731,0.00120731,0.00120731
71,112.255,0.81245,0.58197,0.9146,0.98309,0.96896,0.98213,0.76033,0.80979,0.49772,0.86058,0.00120669,0.00120669,0.00120669
72,113.865,0.79462,0.57034,0.89537,0.96136,0.95002,0.98015,0.75684,0.78574,0.50629,0.8641,0.00120607,0.00120607,0.00120607
73,115.403,0.82198,0.58203,0.89896,0.96099,0.94678,0.9563,0.7266,0.79168,0.48282,0.86032,0.00120545,0.00120545,0.00120545
74,116.985,0.79054,0.56063,0.88059,0.95963,0.94017,0.97638,0.73087,0.83832,0.50803,0.87005,0.00120483,0.00120483,0.00120483
75,118.526,0.79237,0.57643,0.89726,0.90752,0.94296,0.97256,0.73958,0.8112,0.53543,0.88975,0.00120421,0.00120421,0.00120421
76,120.167,0.7981,0.55517,0.89718,0.93268,0.94495,0.97883,0.75808,0.81432,0.49825,0.87508,0.00120359,0.00120359,0.00120359
77,121.798,0.78646,0.56131,0.8882,0.96585,0.96248,0.9826,0.76667,0.79003,0.47689,0.87086,0.00120298,0.00120298,0.00120298
78,123.454,0.80053,0.55538,0.88635,0.97195,0.96348,0.98209,0.7796,0.77645,0.4666,0.86791,0.00120236,0.00120236,0.00120236
79,125.077,0.78647,0.53284,0.88753,0.97643,0.97168,0.98633,0.75985,0.79125,0.46493,0.86716,0.00120174,0.00120174,0.00120174
80,126.729,0.78344,0.57786,0.88841,0.94973,0.97243,0.98127,0.76742,0.765,0.4642,0.86435,0.00120112,0.00120112,0.00120112
81,128.291,0.77709,0.54981,0.88125,0.96303,0.95,0.97764,0.77348,0.7598,0.47021,0.8674,0.0012005,0.0012005,0.0012005
82,129.865,0.76098,0.55126,0.88106,0.92695,0.96677,0.96773,0.75499,0.7637,0.48875,0.86385,0.00119988,0.00119988,0.00119988
83,131.512,0.77256,0.53977,0.88635,0.94502,0.96716,0.97016,0.73854,0.81488,0.50949,0.86839,0.00119926,0.00119926,0.00119926
84,133.215,0.75368,0.55603,0.89331,0.96641,0.93847,0.98158,0.77423,0.79581,0.47771,0.87225,0.00119864,0.00119864,0.00119864
85,134.776,0.7257,0.52647,0.86058,0.96275,0.95685,0.97238,0.76866,0.78301,0.47927,0.86432,0.00119802,0.00119802,0.00119802
86,136.437,0.76648,0.53952,0.89039,0.95981,0.96317,0.97365,0.76742,0.76007,0.48006,0.85341,0.00119741,0.00119741,0.00119741
87,138.05,0.77018,0.54129,0.88305,0.9645,0.96923,0.98644,0.77797,0.7637,0.47022,0.85477,0.00119679,0.00119679,0.00119679
88,139.667,0.72459,0.52401,0.88565,0.97,0.96574,0.98419,0.7922,0.74271,0.46578,0.84862,0.00119617,0.00119617,0.00119617
89,141.275,0.75881,0.52944,0.8832,0.98448,0.98196,0.98764,0.7878,0.76701,0.46008,0.85462,0.00119555,0.00119555,0.00119555
90,142.939,0.76568,0.54253,0.88357,0.96231,0.97869,0.98181,0.78769,0.75405,0.44863,0.85228,0.00119493,0.00119493,0.00119493
91,144.512,0.75699,0.52402,0.88012,0.95741,0.97484,0.98102,0.7907,0.75187,0.45237,0.85313,0.00119431,0.00119431,0.00119431
92,146.124,0.78031,0.52138,0.89754,0.97107,0.96854,0.98283,0.7969,0.74264,0.43232,0.85101,0.00119369,0.00119369,0.00119369
93,147.692,0.76685,0.54293,0.88446,0.97523,0.97283,0.98296,0.76428,0.78664,0.45394,0.86846,0.00119308,0.00119308,0.00119308
94,149.291,0.77311,0.54131,0.88694,0.98037,0.96154,0.98276,0.77673,0.77154,0.47074,0.87107,0.00119246,0.00119246,0.00119246
95,150.931,0.73079,0.53257,0.89262,0.98184,0.96405,0.98479,0.78266,0.7334,0.43754,0.85831,0.00119184,0.00119184,0.00119184
96,152.593,0.73972,0.52061,0.87641,0.97944,0.94902,0.98653,0.79086,0.75834,0.43401,0.86238,0.00119122,0.00119122,0.00119122
97,154.098,0.73514,0.50435,0.87986,0.95288,0.98196,0.98761,0.79639,0.73372,0.44236,0.84664,0.0011906,0.0011906,0.0011906
98,155.742,0.70026,0.52214,0.87539,0.98635,0.95946,0.98802,0.79922,0.71835,0.44264,0.8421,0.00118998,0.00118998,0.00118998
99,157.372,0.73354,0.49645,0.88154,0.95146,0.97422,0.98494,0.79551,0.7407,0.44004,0.85133,0.00118936,0.00118936,0.00118936
100,158.93,0.73617,0.50515,0.88944,0.97337,0.98454,0.99034,0.80375,0.73665,0.43048,0.84576,0.00118874,0.00118874,0.00118874
101,160.543,0.71999,0.50577,0.87521,0.96489,0.97423,0.98314,0.78416,0.74677,0.43712,0.84546,0.00118812,0.00118812,0.00118812
102,162.126,0.77882,0.53553,0.88818,0.96345,0.96449,0.99007,0.79512,0.74665,0.44024,0.85202,0.00118751,0.00118751,0.00118751
103,163.77,0.71863,0.51469,0.8742,0.96796,0.96649,0.99059,0.8065,0.70388,0.42361,0.84982,0.00118689,0.00118689,0.00118689
104,165.364,0.73881,0.51316,0.87758,0.98749,0.96694,0.98508,0.79306,0.74964,0.43578,0.86006,0.00118627,0.00118627,0.00118627
105,166.969,0.73542,0.51931,0.87044,0.98152,0.9694,0.9839,0.79592,0.73463,0.43414,0.85266,0.00118565,0.00118565,0.00118565
106,168.607,0.73899,0.51813,0.87926,0.98169,0.9631,0.98619,0.80233,0.71363,0.4283,0.84053,0.00118503,0.00118503,0.00118503
107,170.236,0.74181,0.51404,0.87545,0.96708,0.95862,0.9876,0.79468,0.7562,0.45657,0.8464,0.00118441,0.00118441,0.00118441
108,171.924,0.73865,0.50633,0.8886,0.95688,0.96907,0.98641,0.77887,0.7714,0.45397,0.84912,0.00118379,0.00118379,0.00118379
109,173.522,0.69282,0.48831,0.8622,0.97016,0.97423,0.98538,0.78733,0.7426,0.44242,0.8463,0.00118317,0.00118317,0.00118317
110,175.126,0.71514,0.52513,0.8741,0.9699,0.97078,0.98812,0.79074,0.76528,0.43738,0.8611,0.00118256,0.00118256,0.00118256
111,176.742,0.71931,0.49557,0.87512,0.96178,0.97507,0.9856,0.79447,0.76235,0.43241,0.85498,0.00118194,0.00118194,0.00118194
112,178.333,0.72883,0.50345,0.89155,0.93658,0.97777,0.99159,0.79411,0.74635,0.44346,0.84562,0.00118132,0.00118132,0.00118132
113,179.904,0.73077,0.50723,0.87413,0.94227,0.94552,0.9811,0.79224,0.75761,0.47442,0.84981,0.0011807,0.0011807,0.0011807
114,181.545,0.70574,0.49248,0.88682,0.93147,0.96275,0.98108,0.7748,0.77207,0.47917,0.8472,0.00118008,0.00118008,0.00118008
115,183.176,0.73914,0.50806,0.87118,0.95382,0.95743,0.97443,0.77414,0.75692,0.47079,0.84481,0.00117946,0.00117946,0.00117946
116,184.785,0.70954,0.51846,0.88568,0.94066,0.96392,0.98319,0.77564,0.74015,0.4498,0.84736,0.00117884,0.00117884,0.00117884
117,186.407,0.72911,0.49283,0.88905,0.96428,0.9686,0.98899,0.79694,0.74303,0.43365,0.84911,0.00117822,0.00117822,0.00117822
118,188.064,0.70473,0.50582,0.88507,0.96872,0.98454,0.98975,0.77959,0.75642,0.42481,0.85767,0.00117761,0.00117761,0.00117761
119,189.681,0.72422,0.5132,0.87035,0.97042,0.98059,0.98929,0.79005,0.75174,0.42756,0.85942,0.00117699,0.00117699,0.00117699
120,191.294,0.69596,0.50264,0.87899,0.97543,0.9626,0.98818,0.78419,0.75096,0.43422,0.86229,0.00117637,0.00117637,0.00117637
121,192.903,0.69267,0.48379,0.87241,0.97775,0.96649,0.98782,0.79016,0.73013,0.43382,0.85574,0.00117575,0.00117575,0.00117575
122,194.663,0.73289,0.5112,0.88413,0.97206,0.97517,0.98559,0.78511,0.76124,0.43662,0.85639,0.00117513,0.00117513,0.00117513
123,196.265,0.73201,0.49549,0.88574,0.97404,0.98017,0.99028,0.80433,0.76205,0.42951,0.86196,0.00117451,0.00117451,0.00117451
124,197.839,0.70437,0.50337,0.88137,0.98072,0.97784,0.98882,0.78618,0.78299,0.4515,0.86722,0.00117389,0.00117389,0.00117389
125,199.431,0.74904,0.49247,0.88006,0.96413,0.95307,0.98454,0.78543,0.77331,0.45623,0.86762,0.00117327,0.00117327,0.00117327
126,201.05,0.74244,0.50176,0.88271,0.97282,0.94738,0.98245,0.78602,0.75819,0.44237,0.86154,0.00117266,0.00117266,0.00117266
127,202.707,0.70979,0.49317,0.88527,0.98002,0.97423,0.9878,0.78453,0.73222,0.43799,0.85638,0.00117204,0.00117204,0.00117204
128,204.404,0.73286,0.48814,0.88199,0.94165,0.9768,0.98713,0.78364,0.74412,0.45338,0.85598,0.00117142,0.00117142,0.00117142
129,206.03,0.69762,0.49016,0.87817,0.95911,0.958,0.98621,0.79195,0.72361,0.44321,0.84986,0.0011708,0.0011708,0.0011708
130,207.628,0.74067,0.51226,0.8893,0.94382,0.97572,0.98819,0.79292,0.74973,0.45326,0.85667,0.00117018,0.00117018,0.00117018
131,209.223,0.74045,0.50847,0.87895,0.95022,0.98024,0.98451,0.80296,0.73255,0.43771,0.85975,0.00116956,0.00116956,0.00116956
132,210.795,0.71024,0.47995,0.88588,0.94342,0.97395,0.98389,0.79926,0.73373,0.41732,0.85306,0.00116894,0.00116894,0.00116894
133,212.376,0.68496,0.47842,0.86573,0.97034,0.97615,0.9849,0.79316,0.71978,0.41358,0.84763,0.00116833,0.00116833,0.00116833
134,213.987,0.71986,0.4855,0.8772,0.97129,0.97423,0.98747,0.80782,0.71949,0.4097,0.84642,0.00116771,0.00116771,0.00116771
135,215.666,0.70596,0.48775,0.86502,0.97347,0.96392,0.9872,0.79851,0.75428,0.42616,0.85275,0.00116709,0.00116709,0.00116709
136,217.309,0.71464,0.49424,0.87807,0.9388,0.95407,0.96548,0.77688,0.75983,0.4789,0.85826,0.00116647,0.00116647,0.00116647
137,218.937,0.68602,0.49072,0.87143,0.90022,0.9605,0.96418,0.77745,0.72608,0.49509,0.843,0.00116585,0.00116585,0.00116585
138,220.581,0.70995,0.47226,0.8676,0.964,0.94368,0.98292,0.7926,0.72806,0.44456,0.83901,0.00116523,0.00116523,0.00116523
139,222.199,0.696,0.48313,0.87614,0.96485,0.96967,0.98626,0.8146,0.7272,0.41613,0.84545,0.00116461,0.00116461,0.00116461
140,223.82,0.69027,0.49846,0.85599,0.99015,0.94845,0.98299,0.79718,0.7511,0.42408,0.84754,0.00116399,0.00116399,0.00116399
141,225.433,0.71861,0.4889,0.87817,0.97321,0.97545,0.99025,0.7988,0.74404,0.41864,0.84921,0.00116337,0.00116337,0.00116337
142,227.031,0.6726,0.46478,0.85755,0.96415,0.97839,0.99033,0.8031,0.71921,0.42543,0.84239,0.00116276,0.00116276,0.00116276
143,228.635,0.7055,0.50239,0.86372,0.96423,0.95876,0.98957,0.80116,0.73561,0.44116,0.85199,0.00116214,0.00116214,0.00116214
144,230.286,0.69341,0.48267,0.87374,0.95767,0.96456,0.98485,0.79811,0.76011,0.48135,0.86336,0.00116152,0.00116152,0.00116152
145,231.842,0.72084,0.49128,0.8643,0.96522,0.97423,0.98618,0.78259,0.77666,0.46408,0.86365,0.0011609,0.0011609,0.0011609
146,233.454,0.72473,0.48928,0.87929,0.98968,0.98096,0.98972,0.75842,0.799,0.45862,0.89136,0.00116028,0.00116028,0.00116028
147,235.088,0.71477,0.49445,0.86937,0.96688,0.97381,0.98659,0.80006,0.74379,0.44337,0.84882,0.00115966,0.00115966,0.00115966
148,236.692,0.71352,0.49431,0.87541,0.96546,0.97989,0.98807,0.80563,0.71335,0.42742,0.8372,0.00115904,0.00115904,0.00115904
149,238.26,0.7449,0.48759,0.8802,0.9501,0.979,0.98763,0.8095,0.74187,0.42508,0.84075,0.00115843,0.00115843,0.00115843
150,239.822,0.70812,0.48558,0.87231,0.94337,0.96868,0.98108,0.80554,0.72693,0.43014,0.8395,0.00115781,0.00115781,0.00115781
151,241.492,0.69803,0.47163,0.87391,0.95743,0.97645,0.98144,0.78302,0.77212,0.45083,0.84715,0.00115719,0.00115719,0.00115719
152,243.099,0.70929,0.46706,0.86332,0.96394,0.98253,0.98438,0.79589,0.72187,0.42718,0.84446,0.00115657,0.00115657,0.00115657
153,244.683,0.70621,0.46869,0.86552,0.94443,0.98648,0.9898,0.78884,0.7468,0.42269,0.85119,0.00115595,0.00115595,0.00115595
154,246.323,0.69144,0.44838,0.86791,0.95274,0.98178,0.98898,0.78262,0.74353,0.4322,0.85515,0.00115533,0.00115533,0.00115533
155,247.925,0.69023,0.47996,0.86551,0.94794,0.96134,0.98168,0.78283,0.76156,0.42262,0.85335,0.00115471,0.00115471,0.00115471
156,249.579,0.69584,0.45643,0.8698,0.95848,0.96848,0.98316,0.79968,0.75053,0.42712,0.85216,0.00115409,0.00115409,0.00115409
157,251.179,0.65393,0.46795,0.86556,0.96343,0.96649,0.98558,0.81157,0.7054,0.41281,0.84448,0.00115348,0.00115348,0.00115348
158,252.77,0.71165,0.46416,0.87068,0.95332,0.98063,0.98559,0.80711,0.73093,0.40973,0.85333,0.00115286,0.00115286,0.00115286
159,254.397,0.68301,0.46316,0.87163,0.96125,0.97302,0.98855,0.81053,0.7357,0.40641,0.857,0.00115224,0.00115224,0.00115224
160,255.974,0.68958,0.4622,0.8729,0.94691,0.96907,0.98258,0.7948,0.7793,0.43191,0.86608,0.00115162,0.00115162,0.00115162
161,257.564,0.70113,0.49455,0.87673,0.94418,0.97434,0.97756,0.78829,0.76284,0.44529,0.86578,0.001151,0.001151,0.001151
162,259.205,0.72843,0.48614,0.87766,0.91622,0.96739,0.96007,0.77177,0.76505,0.4761,0.87374,0.00115038,0.00115038,0.00115038
163,260.778,0.68628,0.47651,0.87158,0.93364,0.95244,0.94694,0.75542,0.75734,0.54891,0.86488,0.00114976,0.00114976,0.00114976
164,262.392,0.69182,0.47245,0.86117,0.93877,0.9758,0.96064,0.76758,0.76248,0.52242,0.86412,0.00114914,0.00114914,0.00114914
165,264.04,0.68582,0.46921,0.8726,0.92708,0.9727,0.97035,0.785,0.7705,0.46686,0.86212,0.00114853,0.00114853,0.00114853
166,265.64,0.69122,0.47294,0.86111,0.92984,0.977,0.96941,0.7897,0.76502,0.4537,0.85282,0.00114791,0.00114791,0.00114791
167,267.338,0.68501,0.46351,0.86341,0.9455,0.97498,0.97096,0.79213,0.76323,0.43272,0.84964,0.00114729,0.00114729,0.00114729
168,268.957,0.68724,0.45483,0.86224,0.95821,0.97358,0.9905,0.79909,0.73156,0.40431,0.84046,0.00114667,0.00114667,0.00114667
169,270.567,0.67682,0.44957,0.86046,0.97907,0.97192,0.98995,0.78875,0.74059,0.4124,0.84638,0.00114605,0.00114605,0.00114605
170,272.209,0.6397,0.44688,0.8593,0.96942,0.98366,0.99025,0.80956,0.71513,0.39969,0.84065,0.00114543,0.00114543,0.00114543
171,273.83,0.6538,0.45481,0.86032,0.96324,0.9741,0.98781,0.80447,0.73617,0.41186,0.84365,0.00114481,0.00114481,0.00114481
172,275.456,0.67453,0.44558,0.86914,0.98312,0.97938,0.99067,0.79908,0.72826,0.43151,0.84356,0.00114419,0.00114419,0.00114419
173,277.019,0.67994,0.44779,0.86037,0.98229,0.96685,0.98829,0.80202,0.73084,0.4308,0.84334,0.00114357,0.00114357,0.00114357
174,278.603,0.65916,0.46363,0.8776,0.96343,0.98654,0.98431,0.80275,0.71664,0.43059,0.84101,0.00114296,0.00114296,0.00114296
175,280.209,0.69021,0.45004,0.86949,0.96189,0.97456,0.98625,0.79355,0.74299,0.41321,0.85459,0.00114234,0.00114234,0.00114234
176,281.789,0.67693,0.45264,0.8692,0.98028,0.96589,0.98622,0.77681,0.79862,0.42048,0.8688,0.00114172,0.00114172,0.00114172
177,283.33,0.68896,0.47137,0.88892,0.98815,0.9789,0.99011,0.77884,0.76827,0.42856,0.85828,0.0011411,0.0011411,0.0011411
178,284.926,0.64762,0.45925,0.86445,0.95237,0.97711,0.98867,0.79608,0.70625,0.40069,0.84513,0.00114048,0.00114048,0.00114048
179,286.492,0.67211,0.47089,0.86641,0.94929,0.96799,0.98838,0.79745,0.71803,0.40307,0.84272,0.00113986,0.00113986,0.00113986
180,288.071,0.67806,0.45694,0.86368,0.96307,0.96887,0.98654,0.80046,0.74206,0.40319,0.8431,0.00113924,0.00113924,0.00113924
181,289.631,0.67295,0.44578,0.86864,0.98165,0.96077,0.98848,0.81347,0.72534,0.39326,0.84421,0.00113863,0.00113863,0.00113863
182,291.302,0.66351,0.46706,0.86354,0.96786,0.97423,0.98942,0.80601,0.71944,0.38507,0.84687,0.00113801,0.00113801,0.00113801
183,292.86,0.72153,0.46329,0.87418,0.96427,0.97953,0.98759,0.80464,0.73344,0.41107,0.84969,0.00113739,0.00113739,0.00113739
184,294.471,0.68708,0.45607,0.86753,0.96961,0.97972,0.99054,0.78829,0.74739,0.4125,0.8517,0.00113677,0.00113677,0.00113677
185,296.058,0.72405,0.47307,0.87359,0.96386,0.97711,0.98677,0.78857,0.75285,0.4186,0.85304,0.00113615,0.00113615,0.00113615
